item_id	genre	text_id	sentence_n	target_word	part_of_speech	novelty_score	type	text	intention_1	intention_2	intention_3	comments
FET0100123015	FICTION	fet-fragment01	123	fur	NN1	0.323	indirect	Like many hirsute men he had thinned a little on top where once his black <b>fur</b> had been extravagant , but he had a plentiful and prickling black beard , and his body was still compact and very heavy .	Lexicalized metaphor			
FET0100124011	FICTION	fet-fragment01	124	painter	NN1	0.091	direct	He looked , in this setting , a little like some <b>painter</b> .	Artistic metaphor			not enough context
FET0100126005	FICTION	fet-fragment01	126	reflect	VVG	0.206	indirect	Frederica kissed him too , <b>reflecting</b> that he was dressed like a man who smelled dirty , but in fact did n't .	Lexicalized metaphor			
FET0100145008	FICTION	fet-fragment01	145	rich	AJ0	0.242	indirect	He was unmoved , though the colours were <b>rich</b> and strange .	Artistic metaphor			not sure
FET0100148021	FICTION	fet-fragment01	148	breast		0.129	direct	Frederica informed him from the catalogue that the vegetation was supposed to be a jocular portrait by Gauguin of Madeleine , <b>the pears her breasts , the dense flowers her hair </b>.	Heuristic reasoning			artwork interpretation
FET0100149020	FICTION	fet-fragment01	149	androgynous	AJ0	0.485	indirect	" You could read it another way ,  said Alexander , interested now , "" you could read the pears as <b>androgynous</b> in themselves , as partly male . """	Heuristic reasoning			
FET0100153006	FICTION	fet-fragment01	153	penumbra	NN1	0.71	indirect	They were beginning to attract a <b>penumbra</b> of gallery-goers , as though they were offering a guided tour .	Humour			
FET0100163025	FICTION	fet-fragment01	163	oppress	VVN	0.471	indirect	As for me , I tell you as a friend , I feel impotent when confronted with such nature , for my Northern brains were <b>oppressed</b> by a nightmare in those peaceful spots as I felt one ought to do better things with the foliage .	Visualization			
FET0100191001	FICTION	fet-fragment01	191	sombre	AJ0	0.242	indirect	This <b>sombre</b> giant — like a defeated proud man — contrasts , when considered in the nature of a living creature , with the pale smile of a last rose on the fading bush in front of him …	Visualization			
FET0100191006	FICTION	fet-fragment01	191	man		-0.012	direct	This sombre giant — like a <b>defeated proud man</b> — contrasts , when considered in the nature of a living creature , with the pale smile of a last rose on the fading bush in front of him …	Artistic metaphor	Visualization		
FET0100191024	FICTION	fet-fragment01	191	pale	AJ0	0.562	indirect	This sombre giant — like a defeated proud man — contrasts , when considered in the nature of a living creature , with the <b>pale</b> smile of a last rose on the fading bush in front of him …	Artistic metaphor	Visualization		
FET0100196032	FICTION	fet-fragment01	196	persisting	AJ0	0.517	indirect	( Though in Van Gogh 's case , the names , Theodorus , Vincent , Vincent , Theodorus , appeared and reappeared from generation to generation , the cultural parallels to certain <b>persisting</b> aspects of the family face , a heavy brow , an intense blue eye , a cheek bone , a nostril . )	Lexicalized metaphor			
FET0100200022	FICTION	fet-fragment01	200	transplantation	NN1	0.531	indirect	Ann Maguire had borne a second Joanne , in New Zealand , from where she had returned , unable to bear cultural <b>transplantation</b> .	Heuristic reasoning	Explanation		
FET0100213003	FICTION	fet-fragment01	213	shake	VVN	0.562	indirect	He had metaphorically <b>shaken</b> a large fist , impotently , at some looming energy-field , and got on with his work , his work .	Explanation	Heuristic reasoning		
FET0100213012	FICTION	fet-fragment01	213	looming	AJ0	0.333	indirect	He had metaphorically shaken a large fist , impotently , at some <b>looming</b> energy-field , and got on with his work , his work .	Persuasiveness			not sure
FET0100213014	FICTION	fet-fragment01	213	energy-field	NN1	0.382	indirect	He had metaphorically shaken a large fist , impotently , at some looming energy<b>-field</b> , and got on with his work , his work .	Artistic metaphor			not entirely clear
FET0100217006	FICTION	fet-fragment01	217	sombre	AJ0	0.469	indirect	"Mondriaan 's "" Evening "" was <b>sombre</b> and cloudy ."	Heuristic reasoning			aesthetic judgement about a painting
FET0100221022	FICTION	fet-fragment01	221	negation	NN1	0.452	indirect	"Xavier Mellery , the painter of the nuns , was described in the catalogue as "" creating a light which is the <b>negation</b> of that which envelops our immediate visual experience of things ; it is rather the Interior light of your mind … """	Heuristic reasoning			
FET0100221026	FICTION	fet-fragment01	221	envelop	VVZ	0.485	indirect	"Xavier Mellery , the painter of the nuns , was described in the catalogue as "" creating a light which is the negation of that which <b>envelops</b> our immediate visual experience of things ; it is rather the Interior light of your mind … """	Artistic metaphor	Visualization		
FET0100223004	FICTION	fet-fragment01	223	light	NN1-AJ0	0.2	indirect	He knew about the <b>light</b> shining in darkness , and had come , for reasons completely different from Alexander 's desire for exactness , specificity , to mistrust figurative language .	Heuristic reasoning			more context
FET0100241030	FICTION	fet-fragment01	241	clockwork	NN1	0.065	direct	" Once ,  said Daniel , "" I was in Charing Cross Hospital , someone 's kid had taken an overdose and died , they pump them out there regular as <b>clockwork</b> but this one 's liver could n't take any more ."	Visualization			
FET0100242108	FICTION	fet-fragment01	242	face	NN1	-0.121	direct	Anyway , there I was , going up this endless corridor , thinking what to do about the mother , who blamed herself — wi' reason mind you , she was one of those soft suckering witch-women , but that made it worse , not better — and there was th' trolley wi' the dead girl on it , sliding by me — sheet right over , porters in those soft theatre boots and floppy plastic bathcaps — and when they 'd got past me and were turning i n't door , the first one looked at me from under his plastic frills like , with my own <b>face</b> .	Visualization			
FPB0101067007	FICTION	fpb-fragment01	1067	turn-off	AJ0	0.265	indirect	For me , that was a total <b>turn-off</b> . ’	Social interaction	Lexicalized metaphor		colloquial expression, could be just lexicalized
FPB0101070011	FICTION	fpb-fragment01	1070	turn-off	AJ0	0.314	indirect	‘ But I 'm starting to think that everything 's a <b>turn-off</b> for you , doll .	Social interaction	Lexicalized metaphor		colloquial expression, could be just lexicalized
FPB0101070015	FICTION	fpb-fragment01	1070	doll	NN1-VVB	0.333	indirect	‘ But I 'm starting to think that everything 's a turn-off for you , <b>doll</b> .	Social interaction			emotional bond
FPB0101077008	FICTION	fpb-fragment01	1077	climax	VVI	0.529	indirect	‘ When Tony could n't get me to <b>climax</b> , he wanted to ask another girl over , ’ Clare said .	Lexicalized metaphor			
FPB0101103015	FICTION	fpb-fragment01	1103	psalm		0.387	direct	‘ I am the centre of my existence , ’ Clare sang , as if <b>chanting a psalm</b> , pitching her voice an octave lower , as she pushed Josh to her playgroup the next morning .	Visualization			
FPB0101117017	FICTION	fpb-fragment01	1117	refuse	VVD-VVN	0.242	indirect	Half an hour after the inspector left , as if to prove his point , the lavatory <b>refused</b> to flush .	Humour			
FPB0101171022	FICTION	fpb-fragment01	1171	air		0.147	direct	As the Rallye droned towards the lighthouse on the tip of Cap Camerat , Miranda felt as if she were breathing the <b>air of the gods </b>.	Visualization			
FPB0101254006	FICTION	fpb-fragment01	1254	wade	VVI	0.576	indirect	Elinor should n't be made to <b>wade</b> though pages of paragraphs with no commas in ‘ em . ’	Argumentative metaphor			
FPB0101276017	FICTION	fpb-fragment01	1276	aggressive	AJ0	0.452	indirect	Leaves and yellow blossoms obscured the top of the window , while the bottom was covered by <b>aggressive</b> pink hollyhocks , seemingly determined to fight their way inside .	Persuasiveness	Visualization		
FPB0101310004	FICTION	fpb-fragment01	1310	theatrical	AJ0	0.618	indirect	So kindly curb your <b>theatrical</b> , James Bond streak .	Humour			
FPB0101316006	FICTION	fpb-fragment01	1316	stroke	NN1	0.242	indirect	You might have given her another <b>stroke</b> . ’	Humour			
FPB0101327005	FICTION	fpb-fragment01	1327	bloody	AJ0	0.257	indirect	How do I stop this <b>bloody</b> nonsense ? ’	Lexicalized metaphor			swear
FPB0101346007	FICTION	fpb-fragment01	1346	melodrama	NN1	0.324	indirect	‘ I 've had enough of your <b>melodrama</b> , ’ Adam snarled .	Humour			
FPB0101347001	FICTION	fpb-fragment01	1347	glare	VVD	0.312	indirect	Mike <b>glared</b> at his brother again .	Visualization			
FPB0101363002	FICTION	fpb-fragment01	1363	deepen	VVD-VVN	0.485	indirect	His voice <b>deepened</b> .	Artistic metaphor	Visualization		sound rather than vision related
G0L0100040000	FICTION	g0l-fragment01	40	bastard	NN1	0.576	indirect	<b>Bastard</b> Russians were still up to their old tricks .	Lexicalized metaphor			swear
G0L0100069012	FICTION	g0l-fragment01	69	double	AJ0	0.543	indirect	Trepper was interrogated by the Gestapo and we believed he became a <b>double</b> agent , a lot of misinformation was received in Moscow . ’	Lexicalized metaphor			
G0L0100101011	FICTION	g0l-fragment01	101	bear	NN1	0.406	direct	They wanted the security of the Swiss banks and the Russian <b>Bear</b> .	Social interaction			
G0L0100162023	FICTION	g0l-fragment01	162	forge	VVD	0.471	indirect	Without our knowledge , over the years , with the use of their money and supportive people in the Swiss banks , they <b>forged</b> contacts with those left behind in East Germany .	Lexicalized metaphor	Persuasiveness		
KB71002035042	CONVRSN	kb7-fragment10	2035	stand	VVN	0.3	indirect	It was but er the market was so low that he decided not to well I do n't think he could get a buyer actually , it 's just stood there so he he he let it out rather than have it <b>stood</b> there with the option for us to buy it but I say now the prices are lower he 's not keen on selling it at that price .	Lexicalized metaphor			
KB71002036004	CONVRSN	kb7-fragment10	2036	prepared	AJ0	0.3	indirect	And I 'm not <b>prepared</b> to go on paying three thousand a year renting it to give to him when I could be buying one myself .	Lexicalized metaphor			
KB71002123005	CONVRSN	kb7-fragment10	2123	thing	NN1	0.345	indirect	That 's not a bad <b>thing</b> in a way is it ?	Lexicalized metaphor			
KB71002235005	CONVRSN	kb7-fragment10	2235	boiling	AJ0-VVG	0.3	indirect	cold and he 's always <b>boiling</b> .	Visualization			
KB71002287000	CONVRSN	kb7-fragment10	2287	hell	NN1	0.407	indirect	<b>Hell</b> of a lot of difference really , it 's surprising just a	Lexicalized metaphor			swear
KB71002292012	CONVRSN	kb7-fragment10	2292	flight	NN2	0.345	indirect	And so I mean you had to sort of go up several <b>flights</b> of stairs and you walked in and it , it looked lovely .	Lexicalized metaphor			
KB71002293023	CONVRSN	kb7-fragment10	2293	diner		0.07	direct	Thought oh this is nice it erm it ha it had n't got a separate kitchen , it was sort of like a <b>kitchen diner</b>	Artistic metaphor	Visualization		more context needed. NOT related to MET in OV
KB71002306011	CONVRSN	kb7-fragment10	2306	cupboard	NN1	0.0	direct	When you walked into the well what I would call a <b>cupboard</b> but they classed it as the bathroom .	Humour	Persuasiveness		
KB71002341002	CONVRSN	kb7-fragment10	2341	dampen	VVI	0.433	indirect	That would <b>dampen</b> it a bit would n't it ?	Explanation			
KB71002348003	CONVRSN	kb7-fragment10	2348	situation	NN1	0.321	indirect	What is your <b>situation</b> ?	Lexicalized metaphor			
KB71002377019	CONVRSN	kb7-fragment10	2377	argument	NN1	0.4	indirect	Yeah I mean that 's the same as I di I must admit I did have sort of an <b>argument</b> with him once over his music .	Lexicalized metaphor			
KB71002472002	CONVRSN	kb7-fragment10	2472	wheel-less	AJ0	0.433	indirect	You 're <b>wheel-</b>less are you ?	Social interaction			does it mean that the person doesn't have a car ? Hinges then on some fact known to speakers (e.g. a car accident)
KB71002479002	CONVRSN	kb7-fragment10	2479	look	VVG	0.367	indirect	Somebody was <b>looking</b> after me cos I should n't have got out and I did .	Lexicalized metaphor			
KB71002496027	CONVRSN	kb7-fragment10	2496	reasonably	AV0	0.3	indirect	It was slippy though I mean I noticed that even , you know just pulling away from or something like that okay I mean it 's a <b>reasonably</b> car but I mean , you know just a little bit too heavy on the accelerator	Lexicalized metaphor			
KB73111256004	CONVRSN	kb7-fragment31	11256	find	VVG	0.321	indirect	I think everybody 's <b>finding</b> finding it very amusing at the moment .	Lexicalized metaphor			
KB73111261002	CONVRSN	kb7-fragment31	11261	assemble	VVD	0.3	indirect	Cos Rita <b>assembled</b> it for us .	Lexicalized metaphor			more context
KB73111326003	CONVRSN	kb7-fragment31	11326	pop	VVN	0.448	indirect	We 've only <b>popped</b> in to see whether you would like a lift into town now , before we go , rather than go into town and then come back just in case you want to	Lexicalized metaphor			colloquial expression
KB73111326012	CONVRSN	kb7-fragment31	11326	lift	NN1	0.464	indirect	We 've only popped in to see whether you would like a <b>lift</b> into town now , before we go , rather than go into town and then come back just in case you want to	Lexicalized metaphor			
KB73111385006	CONVRSN	kb7-fragment31	11385	rubbish	NN1	0.433	indirect	Erm it 's a load of <b>rubbish</b> anyway !	Lexicalized metaphor			swear
KB73111402000	CONVRSN	kb7-fragment31	11402	struggle	VVN	0.552	indirect	<b>Struggled</b> with it a little	Visualization	Lexicalized metaphor		supposing it's talking about a problem
KB73111411001	CONVRSN	kb7-fragment31	11411	fair	AJ0	0.333	indirect	Yes <b>fair</b> enough thanks very much .	Lexicalized metaphor			
KB73111431029	CONVRSN	kb7-fragment31	11431	heady	AJ0	0.333	indirect	alright , yeah I am o I mean I 'm not alright , I feel very dizzy , like I say I feel I feel a bit kind of <b>heady</b> you know but I will go and have a check up .	Lexicalized metaphor			
KB73111555006	CONVRSN	kb7-fragment31	11555	long	AJ0	0.414	indirect	Oh I have n't got that <b>long</b> to make them , yet am I ?	Lexicalized metaphor			
KB73111569005	CONVRSN	kb7-fragment31	11569	feel	VVG	0.5	indirect	Cos if you 're not <b>feeling</b> up to it , as well lard ?	Lexicalized metaphor			
KB74512902003	CONVRSN	kb7-fragment45	12902	keen	AJ0	0.3	indirect	I 'm not <b>keen</b> .	Lexicalized metaphor	Visualization		
KB74512927000	CONVRSN	kb7-fragment45	12927	world	NN1	0.2	indirect	<b>World</b> war that bloody no good fool !	Visualization	Social interaction		
KB74512927001	CONVRSN	kb7-fragment45	12927	war	NN1	0.586	indirect	World <b>war</b> that bloody no good fool !	Visualization	Social interaction		
KB74512954034	CONVRSN	kb7-fragment45	12954	break	NN1-VVB	0.367	indirect	Ann 's had , Merv , John Teresa , Paul and Vi 's all trussing done the rest the of my trussing , I 've done the Char Grill , I 've done Welcome <b>Break</b> , now they 're on the Tesco .	Social interaction			
KB74513039015	CONVRSN	kb7-fragment45	13039	see	VVB	0.31	indirect	Well , with the two lines going yeah would have been about right then but <b>see</b> , John I do n't suppose he realised Ann was gon na fetch all the people out of here there and everywhere and start that up .	Lexicalized metaphor			
KB74513145008	CONVRSN	kb7-fragment45	13145	naturally	AV0	0.4	indirect	Well that 's certainly my feeling I 'm <b>naturally</b> disappointed but it I say , you did well and i er	Lexicalized metaphor			
KB74513162050	CONVRSN	kb7-fragment45	13162	drop	VVN	0.3	indirect	It 's all anonymous , you 're not e e e nobody know who it is , it 's for it 's for a dictionary and they want new words that are commonly used and they do n't want and all old words that never get used it 'll be <b>dropped</b> in the next edition of the dictionary .	Lexicalized metaphor			
KB74513170028	CONVRSN	kb7-fragment45	13170	speak	VVG	0.3	indirect	I do n't write anything , I send the tape in , they do n't know who you are you 're just a it 's just a voice <b>speaking</b> nobody knows who you are or anything , they only know me nobody else .	Lexicalized metaphor			
KB74513181026	CONVRSN	kb7-fragment45	13181	monkey	NN2	0.733	indirect	so he 's killing himself laughing I I 've got to tell you Ron , I 've been taping he said I do n't give a <b>monkeys</b> you tape what , he said let them all hear , they 'll all be able to pass it round !	Humour			
KB74513182009	CONVRSN	kb7-fragment45	13182	disgusting	AJ0	0.3	indirect	It ai n't , well it was n't really <b>disgusting</b> but it	Lexicalized metaphor			
KB74813346001	CONVRSN	kb7-fragment48	13346	reasonable	AJ0	0.393	indirect	A <b>reasonable</b> one , I mean you can go up to two thousand for a good one , but a reasonable one you would n't get nowadays under seven hundred and ninety nine	Social interaction			not sure
KB74813359024	CONVRSN	kb7-fragment48	13359	quarter	NN1	0.433	indirect	they all sit there looking at her and saying bloody hell she ai n't got her own hat on , we 've been here <b>quarter</b> of an hour and she walks in the door , takes her coat off and says come on ladies you 're suppose to be off your hind by two o'clock , leaving here at two	Lexicalized metaphor			
KB74813364028	CONVRSN	kb7-fragment48	13364	inject	VVB	0.4	indirect	I know but it 's just , waste of time in it ? they 'd been better spent to finish the order that they did have , and <b>inject</b> that , ha oh be fair to do that to use though , no doubt they will , pick out all the things we did n't do right bloody should done too many of this or not enough of that	Lexicalized metaphor			activity language
KB74813368004	CONVRSN	kb7-fragment48	13368	bounce	VVI	0.467	indirect	Mm , it would <b>bounce</b> up and down like a yo-yo	Lexicalized metaphor			
KB74813368010	CONVRSN	kb7-fragment48	13368	yo-yo	NN1	0.4	direct	Mm , it would bounce up and down like a <b>yo-yo</b>	Visualization			
KB74813417054	CONVRSN	kb7-fragment48	13417	about	AV0	0.3	indirect	No , no , I come in the car , I was coming on the bus when I had this bloke next door doing some work like , I used to go out with him years ago , so he come in and had a cup of tea , I said , come in <b>about</b> half past eleven went home at one , he come	Lexicalized metaphor			
KB74813480002	CONVRSN	kb7-fragment48	13480	strong	AJ0	0.333	indirect	This is <b>strong</b>	Lexicalized metaphor			
KB74813492009	CONVRSN	kb7-fragment48	13492	odd	AJ0	0.379	indirect	All Dave 's flavours were done apart from the <b>odd</b> few extras ,	Persuasiveness			
KB74813512009	CONVRSN	kb7-fragment48	13512	put	VVB	0.3	indirect	No , I 've never heard that before , <b>put</b> your name down for your Christmas lunch	Lexicalized metaphor			
KB74813520008	CONVRSN	kb7-fragment48	13520	quarter	NN1	0.3	indirect	Think later , be about five o'clock or <b>quarter</b> to five , or something like that depends when it 's on , have to come in early if they want to have it with us .	Lexicalized metaphor			
KB74813522020	CONVRSN	kb7-fragment48	13522	wash	VVN	0.414	indirect	Of course got to cook so , depending on it will be about five o'clock so that they can get <b>washed</b> up .	Lexicalized metaphor			
KB74813538008	CONVRSN	kb7-fragment48	13538	lose	VVD	0.2	indirect	I wished I 'd of done when I <b>lost</b> all my weight	Lexicalized metaphor			
KB74813611008	CONVRSN	kb7-fragment48	13611	form	NN1-VVB	0.31	indirect	I 've got another weight watcher 's order <b>form</b> , four ,	Lexicalized metaphor			
KB74813618006	CONVRSN	kb7-fragment48	13618	rabbit		0.104	direct	Yeah and you feel like a <b>bleeding rabbit</b> .	Artistic metaphor	Visualization		not enought context
KB74813632040	CONVRSN	kb7-fragment48	13632	give	VVB	0.4	indirect	He come in Saturday , not that he , we 've heard all that before , said that you can get give it a good wash and squeeze it back , that I ca n't put one on now , <b>give</b> me a ring when you 're done	Lexicalized metaphor			
KB74813673013	CONVRSN	kb7-fragment48	13673	bloody	AJ0	0.679	indirect	Go and get nine tickets , or I start right up all the <b>bloody</b> year round for that .	Lexicalized metaphor			swear
KBC1306004002	CONVRSN	kbc-fragment13	6004	reckon	VVB	0.433	indirect	Well I <b>reckon</b> she lived er a couple of years after the stroke Gordon .	Lexicalized metaphor			
KBC1306014008	CONVRSN	kbc-fragment13	6014	recall	VVI	0.241	indirect	Well , you know , I ca n't <b>recall</b> any of this .	Lexicalized metaphor			
KBC1306107015	CONVRSN	kbc-fragment13	6107	keep	VVB	0.367	indirect	This is why you know , I , I think you should keep di I <b>keep</b> diaries from years ago because I know you do n't like nostalgia , and I do n't , but it 's interesting	Lexicalized metaphor			
KBC1306120027	CONVRSN	kbc-fragment13	6120	line	NN2	0.333	indirect	But just one line of things that you know , I do n't mean a diary where you write a page every night , but just two <b>lines</b> you know .	Social interaction			metaphorical hiding/euphemism
KBC1306137022	CONVRSN	kbc-fragment13	6137	take	VVG	0.367	indirect	You know where er that circle is where there 's the shops , well instead of taking I know , instead of <b>taking</b> one road I took another and I got completely lost !	Lexicalized metaphor			
KBC1306150002	CONVRSN	kbc-fragment13	6150	give	VVB	0.31	indirect	Well they <b>give</b> you all these bloody tips and papers about what to do , to avoid this and avoid that .	Lexicalized metaphor			
KBC1306152001	CONVRSN	kbc-fragment13	6152	bloody	AJ0	0.4	indirect	This <b>bloody</b> footballer , I mean it 's a	Lexicalized metaphor			swear
KBC1306192003	CONVRSN	kbc-fragment13	6192	bet	VVB	0.333	indirect	Oh well I <b>bet</b> , I think perhaps it is really .	Lexicalized metaphor			
KBC1306205006	CONVRSN	kbc-fragment13	6205	between	AV0	0.379	indirect	But they 're few and far <b>between</b> are n't they ?	Lexicalized metaphor			
KBC1306219006	CONVRSN	kbc-fragment13	6219	stage	NN1	0.31	indirect	Why did they take it a <b>stage</b> further with him ?	Lexicalized metaphor	Heuristic reasoning		
KBC1306246035	CONVRSN	kbc-fragment13	6246	run	VVZ	0.31	indirect	So I , I think really , and I think what I think with him , I think definitely I think it must be the private scheme and plus that his own family , it <b>runs</b> in the family .	Argumentative metaphor			
KBC1306300013	CONVRSN	kbc-fragment13	6300	old	AJ0	0.367	indirect	Well th having said that Gordon , your mother lived to a good <b>old</b> age , and my mum , and my father did .	Lexicalized metaphor			
KBC1306307028	CONVRSN	kbc-fragment13	6307	look	VVB	0.333	indirect	When you look at , when you look at the some , all these , a lot of these composers and artists who died long ago and you <b>look</b> the birth range there 's a hell of a lot at seventy five , seventy six	Lexicalized metaphor			
KBC1306327007	CONVRSN	kbc-fragment13	6327	cabbage	NN1	-0.207	direct	It 's no use living like a <b>cabbage</b> , I do n't think so anyhow .	Argumentative metaphor	Humour		
KBD0702309003	CONVRSN	kbd-fragment07	2309	open	AJ0	0.333	indirect	when we 're <b>open</b> so I 'll get a delivery on Thursday and I 'll get some er	Lexicalized metaphor			
KBD0702341005	CONVRSN	kbd-fragment07	2341	legless	AJ0	0.345	indirect	Oh yeah , he was <b>legless</b> all night were n't he ?	Humour			
KBD0702382005	CONVRSN	kbd-fragment07	2382	habit	NN2	0.433	indirect	I ca n't with my <b>habits</b> any more .	Lexicalized metaphor			
KBD0702476006	CONVRSN	kbd-fragment07	2476	lie	VVG	0.333	indirect	whole of the rugby team were <b>lying</b> in front of stage with their	Lexicalized metaphor			
KBD0702541005	CONVRSN	kbd-fragment07	2541	bang	VVG	0.433	indirect	But I mean they were <b>banging</b> they were banging fifteen hundred in for that disco for the first	Visualization	Social interaction		could also be social (colloquial expresson ?)
KBD0702556028	CONVRSN	kbd-fragment07	2556	crush	VVN	0.467	indirect	Yeah , but it was a , it was also a ver it was a bit of a celebrity , I mean it was people , people were <b>crushed</b> around , bloody hell I mean	Visualization			
KBD0702590002	CONVRSN	kbd-fragment07	2590	blood	NN1	0.3	indirect	Get your <b>blood</b> going .	Lexicalized metaphor			swear
KBD0702593006	CONVRSN	kbd-fragment07	2593	chartsey	AJ0-NN1	0.241	indirect	I mean , they 're all <b>chartsey</b> stuff but	Social interaction			Chertsey (?)
KBD0702595017	CONVRSN	kbd-fragment07	2595	chart	NN1-VVB	0.3	indirect	you know , I , I da that kind of stuff does n't draw punters generally , <b>chart</b> stuff cos the people who go	Lexicalized metaphor			
KBD0702614020	CONVRSN	kbd-fragment07	2614	back	VVG-NN1	0.333	indirect	Well they 're not lo all those appearances are P A , it 's all gon na be mimed and <b>backing</b> tapes .	Lexicalized metaphor			
KBD0702622007	CONVRSN	kbd-fragment07	2622	moan	VVG	0.4	indirect	So and she was , she was <b>moaning</b> away like sort of oh we alright !	Visualization			
KBD0702655004	CONVRSN	kbd-fragment07	2655	sore	AJ0	0.172	direct	Stuck out like a <b>sore</b>	Visualization			
KBD0702694001	CONVRSN	kbd-fragment07	2694	view	NN1	0.533	indirect	Personal <b>view</b> of the files on .	Heuristic reasoning	Lexicalized metaphor		
KBD0702709024	CONVRSN	kbd-fragment07	2709	bottom	AJ0	0.3	indirect	Anyway , so erm he said , but you know he was saying to them that er , it 's not just at the <b>bottom</b> end , he said , in our village in Wales we 've got the Sun have now positioned two reporters who have lived in the village the these the they sit in a car outside his house day and night	Argumentative metaphor			
KBD0702711028	CONVRSN	kbd-fragment07	2711	dirty	AJ0	0.433	indirect	They 've been to his little boy 's primary school , interviewed the teachers and headmistress and all the school friends and everything just trying to get a <b>dirty</b> story .	Persuasiveness			
KBD2108015008	CONVRSN	kbd-fragment21	8015	pack	VVN	0.4	indirect	Well I mean , they 'll all be <b>packed</b> up in the bars upstairs would n't they , and everything	Visualization			
KBD2108026004	CONVRSN	kbd-fragment21	8026	look	VVG	0.4	indirect	Cos if you 're <b>looking</b> at a two hundred capacity conference for er	Lexicalized metaphor			
KBD2108049005	CONVRSN	kbd-fragment21	8049	catch	VVN-AJ0	0.3	indirect	I 've got ta be <b>catched</b> I wo n't actually do it I 'll just come in run a mo just give it complete customers and and help	Lexicalized metaphor			
KBD2108066004	CONVRSN	kbd-fragment21	8066	ferret	NN1	0.862	direct	He 's like a <b>ferret</b> !	Artistic metaphor	Humour		more context
KBD2108075003	CONVRSN	kbd-fragment21	8075	massive	AJ0	0.3	indirect	There 's a <b>massive</b> room with twelve snooker , twelve snooker tables	Visualization			
KBD2108091018	CONVRSN	kbd-fragment21	8091	bottom	NN1-AJ0	0.367	indirect	And what they 've , what they 've got , they 've got the bar in a far <b>bottom</b> corner	Visualization			
KBD2108138011	CONVRSN	kbd-fragment21	8138	put	VVB	0.414	indirect	Criticizing a scooterist do n't want them in town and then <b>put</b> functions on and cheap beer for them when they come .	Lexicalized metaphor			
KBD2108162000	CONVRSN	kbd-fragment21	8162	punter	NN2	0.414	indirect	<b>Punters</b> would n't go , go for it .	Lexicalized metaphor			
KBD2108230000	CONVRSN	kbd-fragment21	8230	waste	NN1-VVB	0.367	indirect	<b>Waste</b> of time though in n it ?	Lexicalized metaphor	Heuristic reasoning		
KBD2108237000	CONVRSN	kbd-fragment21	8237	great	AJ0	0.333	indirect	<b>Great</b> !	Lexicalized metaphor			
KBD2108261007	CONVRSN	kbd-fragment21	8261	odd	AJ0	0.483	indirect	Alright , you might have got the <b>odd</b> but it 's all this warming , doing it and then half leaving it and then	Lexicalized metaphor			maybe just idiom
KBD2108298006	CONVRSN	kbd-fragment21	8298	orifice	NN1	0.367	indirect	There 's another there 's a <b>orifice</b> down there .	Lexicalized metaphor			technical language
KBD2108385004	CONVRSN	kbd-fragment21	8385	chamber		0.567	direct	Wants to be like <b>Chamber of Horrors</b> !	Artistic metaphor			
KBH0100001003	CONVRSN	kbh-fragment01	1	concerned	AJ0	0.393	indirect	The two companies <b>concerned</b> are trying to record the spoken word .	Lexicalized metaphor			
KBH0100005004	CONVRSN	kbh-fragment01	5	usage	NN1	0.333	indirect	This will get modern <b>usage</b> of words .	Lexicalized metaphor			
KBH0100008004	CONVRSN	kbh-fragment01	8	wicked	AJ0	0.433	indirect	That 's a really <b>wicked</b> thing to say , he went , no it 's not it 's bad , it 's not wicked .	Persuasiveness			
KBH0100037003	CONVRSN	kbh-fragment01	37	drive	VVZ	0.4	indirect	I know it <b>drives</b> you mad , the music but er	Social interaction			empathetic effect, thought more context would be needed
KBH0100044006	CONVRSN	kbh-fragment01	44	short	AJ0	0.433	indirect	You see they 've got a <b>short</b> concentration .	Persuasiveness	Lexicalized metaphor		
KBH0100044007	CONVRSN	kbh-fragment01	44	concentration	NN1	0.4	indirect	You see they 've got a short <b>concentration</b> .	Lexicalized metaphor			
KBH0100045006	CONVRSN	kbh-fragment01	45	background	NN1	0.367	indirect	Do you think music in the <b>background</b> sort of , do all the lyrics as well .	Lexicalized metaphor			
KBH0200116008	CONVRSN	kbh-fragment02	116	stand	VVI	0.3	indirect	Oh it 's the voices I ca n't <b>stand</b> .	Lexicalized metaphor			colloquial expression
KBH0200165002	CONVRSN	kbh-fragment02	165	sort	VVI	0.567	indirect	Can you <b>sort</b> erm , madame out ?	Lexicalized metaphor			
KBH0200233003	CONVRSN	kbh-fragment02	233	poor		-0.064	direct	She 's a <b>poor old lady</b>  at the moment .	Social interaction			empathetic effect. Could also be just lexicalized
KBH0200235000	CONVRSN	kbh-fragment02	235	poor	AJ0	-0.267	direct	<b>Poor</b> old lady .	Lexicalized metaphor			
KBH0300280003	CONVRSN	kbh-fragment03	280	cringe	VVG	0.6	indirect	will sit there <b>cringing</b> , said I ca n't believe they put this rubbish on terrible .	Social interaction	Lexicalized metaphor		
KBH0300280013	CONVRSN	kbh-fragment03	280	rubbish	NN1	0.69	indirect	will sit there cringing , said I ca n't believe they put this <b>rubbish</b> on terrible .	Persuasiveness			
KBH0400313001	CONVRSN	kbh-fragment04	313	far	AJ0	0.433	indirect	How <b>far</b> back does this go , I suppose early fifties ?	Lexicalized metaphor			
